Name,Address,City,State
KENTUCKY NATIVE CAFE,417 E MAXWELL STREET,Lexington,KY
"CHEESECAKE FACTORY, THE",3545 NICHOLASVILLE RD,Lexington,KY
PUCCINI'S,"3090 HELMSDALE PLACE, STE 260",Lexington,KY
RISING ROLL,506 ADMINISTRATION DR,Lexington,KY
KLAIR II,318 HILLTOP AVENUE,Lexington,KY
EINSTEIN'S BAGELS,505 ROSE ST,Lexington,KY
SUBWAY - MI KING,179 FUNKHOUSER DR,Lexington,KY
EMPYREAL ARTISAN ALES,1224 MANCHESTER ST,Lexington,KY
MCDONALD'S,2012 HARRODSBURG RD,Lexington,KY
KLAIR II COMMISSARY,318 HILLTOP AVE,Lexington,KY
ASIAN BISTRO,4224 SARON DR,Lexington,KY
GREEK ORTHODOX CHURCH,3001 TATES CREEK RD,Lexington,KY
NEWK'S EATERY,"2369 RICHMOND RD, #110",Lexington,KY
MAD MUSHROOM OF UK,561 S BROADWAY STE 135,Lexington,KY
CITY BARBEQUE,2187 HARRODSBURG RD,Lexington,KY
A&W BURGERS-CHICKEN-FLOATS,114 TOWNE CENTER DR,Lexington,KY
COMFORT INN & SUITES,2400 BUENA VISTA RD,Lexington,KY
ACTIVE DAY OF LEXINGTON,191 W LOWRY LANE,Lexington,KY
DOMINO'S PIZZA #1405,3120 PIMLICO PARKWAY #116,Lexington,KY
CHIPOTLE MEXICAN GRILL #2429,"3565 NICHOLASVILLE RD, STE 935",Lexington,KY
PIES AND PINTS,401 W MAIN ST. SUITE 106,Lexington,KY
WINBURN CAFE,1100 WINBURN DR,Lexington,KY
"BREAK ROOM, THE",1178 MANCHESTER STREET,Lexington,KY
BURGER KING #20867,730 LANE ALLEN RD.,Lexington,KY
WILD EGGS,1925 JUSTICE DR,Lexington,KY
UK - EARLY CHILDHOOD LABORATORY,621 SOUTH LIMESTONE,Lexington,KY
LITTLE BEGINNERS CHILD DEVELOPMENT CENTER,474 STONE RD,Lexington,KY
"CINCO DE MAYO OF LEXINGTON 2, INC","3031 RICHMOND RD., STE 120",Lexington,KY
STAYBRIDGE SUITES LEXINGTON,125 LOUIE PLACE,Lexington,KY
LITTLE CAESAR'S,3031 RICHMOND RD #110,Lexington,KY
EL ANTOJITO,565 E NEW CIRCLE RD. STE #5,Lexington,KY
EL SABROSO,1445 VILLAGE DR,Lexington,KY
"HIGH ON ART & COFFEE, LLC",523 E. HIGH ST,Lexington,KY
TONY'S STEAKS AND SEAFOOD OF LEXINGTON,401 WEST MAIN ST. #102,Lexington,KY
BRUSTER'S REAL ICE CREAM,220 RUCCIO WAY SUITE 190,Lexington,KY
HOME 2 SUITES,126 EAST LOWRY LANE,Lexington,KY
LAQUINTA INN & SUITES,100 CANEBRAKE DRIVE,Lexington,KY
STAGGER INN,269 W MAIN ST,Lexington,KY
BAR LOUIE,"3565 NICHOLASVILLE RD, SUITE 932",Lexington,KY
TOWNE PLACE SUITES BY MARRIOTT LEXINGTON,1790 VENDOR WAY,Lexington,KY
ATHENIAN GRILL - KROGER AT EUCLID,704 E EUCLID,Lexington,KY
EASTLAND PARK CHURCH OF THE NAZARENE,1605 JENNIFER RD,Lexington,KY
"ROASTERY, THE",529 W MAIN ST.,Lexington,KY
LA MICHOACANA DE LEXINGTON,1801 ALEXANDRIA DR STE 164,Lexington,KY
VINAIGRETTE SALAD KITCHEN,113 N BROADWAY,Lexington,KY
GIRLSGIRLSGIRLS BURRITOS,395 S LIMESTONE,Lexington,KY
RICK'S COMMISSARY STATE MOBILE,355 GAWAINE DR,Lexington,KY
JIMMY JOHN'S,130 W TIVERTON ST #115,Lexington,KY
HOLIDAY INN EXPRESS & SUITES,2255 BUENA VISTA RD,Lexington,KY
GRAND RESERVE,903 MANCHESTER ST #190,Lexington,KY
CRANK & BOOM ICE CREAM LOUNGE,1210 MANCHESTER ST.,Lexington,KY
"COURTYARD DELI, THE",351 CHURCH ST,Lexington,KY
PANADERIA AGUASCALIENTES (BAKERY),1400 ALEXANDRIA DR,Lexington,KY
EL MANGO NIEVERIA & SNACKS,1414 VILLAGE DR,Lexington,KY
MIDDLE FORK KITCHEN BAR,1224 MANCHESTER ST SUITE 110,Lexington,KY
PASTA GARAGE,962 DELAWARE AVE,Lexington,KY
BUDDHA LOUNGE,109 N MILL ST. #150,Lexington,KY
MISTER SOFTEE STATE MOBILE,1063 REDWOOD DRIVE,Lexington,KY
PANERA BREAD #7015,"120 E MAIN STREET, SUITE 105",Lexington,KY
FAILTE IRISH IMPORTS,113 S UPPER ST,Lexington,KY
BROOMWAGON,800/802 N LIMESTONE,Lexington,KY
"CHRYSALIS HOUSE, INC",1374 BULL LEA LANE,Lexington,KY
LOCALS,701 NATIONAL AVE.,Lexington,KY
NEPMART GROCERY,2350 WOODHILL DR STE  168,Lexington,KY
WILD FIG BOOKS & COFFEE,726 N LIMESTONE,Lexington,KY
ZAXBY'S,435 REDDING RD,Lexington,KY
TACO BELL,400 HILLTOP,Lexington,KY
FRESH FOOD COMPANY,400 HILLTOP AVE,Lexington,KY
CORTO LIMA,101 W SHORT ST.,Lexington,KY
PIE FIVE,3401 NICHOLASVILLE RD STE F-616,Lexington,KY
SORELLA GELATERIA,219 N LIMESTONE,Lexington,KY
HEALTHY WAY LEX,460 SOUTHLAND DR,Lexington,KY
PROVIDENCE MONTESSORI SCHOOL,1209 TEXACO ROAD,Lexington,KY
HONNAH-LEE BUBBLE TEA,1983 HARRODSBURG,Lexington,KY
THE LOGE,1540 UNIVERSITY AVE,Lexington,KY
BLUEGRASS CATERING,"903 MANCHESTER ST., SUITE110",Lexington,KY
PAPA MURPHY'S,"3165 BEAUMONT CENTER CIRLE, SUITE 160",Lexington,KY
PANERA BREAD #1018,2230 NICHOLASVILLE RD,Lexington,KY
QUALITY INN,2381 BUENA VISTA RD,Lexington,KY
POPEYES LOUISIANA KITCHEN,115 E NEW CIRCLE RD,Lexington,KY
21C LEXINGTON MASTER TENANT,167 W MAIN STREET,Lexington,KY
BEAUMONT FOODMART,961 MIDNIGHT PASS,Lexington,KY
JERSEY MIKES SUBS,"867 S BROADWAY, SUITE 120",Lexington,KY
D'S CAFE,1818 BRYAN STATION RD,Lexington,KY
NICE N PAN,547 SOUTH LIMESTONE,Lexington,KY
TANDOOR EXPRESS LLC,630 EUCLID AVE STE 150,Lexington,KY
ROCK HOUSE BREWING,119 LUIGART CT,Lexington,KY
PIE FIVE,867 SOUTH BROADWAY STE 130,Lexington,KY
Z MARKET #1,1150 VERSAILLES RD,Lexington,KY
CABELA'S,1510 CONSERVATION WAY,Lexington,KY
"LIGHTHOUSE MINISTRIES, THE",190 SPRUCE ST,Lexington,KY
STIR KRAZY,"373 VIRGINIA AVE., #130",Lexington,KY
"LEMON TREE, THE",135 GRAHAM AVENUE,Lexington,KY
HAMPTON INN,1953 NICHOLASVILLE ROAD,Lexington,KY
"COMMUNITY MONTESSORI SCHOOL, INC.",725 STONE ROAD,Lexington,KY
COLD STONE CREAMERY,3801 MALL RD SUITE 110,Lexington,KY
TAZIKIS MEDITERRANEAN CAFE,117 SOUTHLAND DR,Lexington,KY
KENTUCKY BLENDED NUTRITION,128 BURT RD,Lexington,KY
WEST SIXTH BREWING,109 W MAIN ST,Lexington,KY
RICK & SON HOT DOGS (ST PUSHCART),171 WOODLAND AVE,Lexington,KY
RAISING CANE'S,2030 HARRODSBURG RD,Lexington,KY
PANCHITOS ICE CREAM #2,481 W NEW CIRCLE RD STE 155,Lexington,KY
TUK TUK SRI LANKAN BITES COMMISSARY,C/O WILD THYME,Lexington,KY
"WINERY OF CM, THE","3401 NICHOLASVILLE RD, STE 303",Lexington,KY
MAGNOLIA SPRINGS LEXINGTON,2701 MAGNOLIA SPRINGS DRIVE,Lexington,KY
UK HEALTHCARE FACILITY KITCHEN,1000 SOUTH LIMESTONE,Lexington,KY
UK HEALTHCARE FACILITY CAFETERIA,1000 S LIMESTONE,Lexington,KY
JIMMY JOHN'S,397 WALLER AVE.,Lexington,KY
BJ'S RESTAURANT & BREWHOUSE,3297 NICHOLASVILLE RD,Lexington,KY
DV8,"867 S BROADWAY, SUITE #140",Lexington,KY
STARBUCKS COFFEE #27458,685 WILSON DOWNING RD,Lexington,KY
GO GO BURGER (STATE MOBILE),3805 BROOKDALE CIRCLE,Lexington,KY
TAQUERIA EL BUEN SABOR STATE MOBILE,909 SUMMERVILLE DR,Lexington,KY
SHILLITO POOL CONCESSION STAND,300 E. REYNOLDS RD,Lexington,KY
PIVOT BREWING COMPANY,1400 DELAWARE AVE,Lexington,KY
"NORTH SIDE COFFEE AND DOUGHNUTS, LLC",104 W SIXTH ST,Lexington,KY
TAQUERIA PEDRO Y VIKI MOBILE,56 QUEEN AVE,Lexington,KY
THE BURL,375 THOMPSON RD,Lexington,KY
BRIOCHE DOREE,550 S. LIMESTONE,Lexington,KY
STEAK N SHAKE,111 AVE OF CHAMPIONS,Lexington,KY
FRESHII,680 ROSE ST,Lexington,KY
GARRETT MORGAN ELEMENTARY,1150 PASSAGE MOUND WAY,Lexington,KY
COVENTRY OAK ELEMENTARY,2441 HUNTLY,Lexington,KY
HAPPY SUSHI,130 W TIVERTON WAY #175,Lexington,KY
"WEEKLY JUICERY, THE",3735 PALOMAR CENTRE DR STE 230,Lexington,KY
MAI THAI RESTAURANT,304 SOUTHLAND DR,Lexington,KY
MIRROR TWIN BREWING CO,725 NATIONAL AVE,Lexington,KY
LUNA STATE MOBILE,1884 BOWEN CT,Lexington,KY
LEXINGTON SENIOR CITIZENS CENTER,795 LIFE LANE,Lexington,KY
SUPERMERCADO LAS NORTENAS,158 E NEW CIRCLE RD,Lexington,KY
"SKYLINE BP, LLC",1065 NEWTOWN PIKE,Lexington,KY
SHAKESPEARE AND CO.,1908 BRYANT RD,Lexington,KY
MIYAKO POKE BOWL,867 S BROADWAY STE 110,Lexington,KY
CREATION KINGDOM,2935 TRAILWOOD LANE,Lexington,KY
RODEWAY INN,750 NEWTOWN CT.,Lexington,KY
EL MALECON RESTAURANT,481 W NEW CIRCLE RD STE 170,Lexington,KY
NOTHING BUNDT CAKES,2358 NICHOLASVILLE RD STE 145,Lexington,KY
MR. ED'S DELI,937 WINCHESTER RD,Lexington,KY
MR. KRABS & BEAN'S B.B.Q.,417 GEORGETOWN ST. STE 130,Lexington,KY
GOODFELLAS PIZZERIA,1228 MANCHESTER STREET #110,Lexington,KY
J2C ASIAN BISTRO,561 S BROADWAY SUITE #140,Lexington,KY
ZAXBY'S,1115 SOUTH BROADWAY,Lexington,KY
GRILLIN'  MD INC.     (STATE MOBILE),1116 WELDON CT.,Lexington,KY
CARSON'S FOOD & DRINK,362 E MAIN STREET,Lexington,KY
"RED LIGHT, THE",780 N LIMESTONE STREET,Lexington,KY
TACOS JUQUILITA STATE MOBILE,1043 CROSS KEYS DR #3,Lexington,KY
TANDOOR INDIAN,"3146 MAPLE LEAF DR, STE 110",Lexington,KY
MEADOWTHORPE ASSISTED LIVING,171 LEESTOWN CENTER WAY,Lexington,KY
METROPOLITAN DONUTS & COFFEE,3070 LAKECREST CIRCLE #600,Lexington,KY
"WILLOWS, THE @ FRITZ FARM",2710 MAN O WAR BLVD,Lexington,KY
DOODLES BREAKFAST AND LUNCH STATE MOBILE,262 N LIMESTONE,Lexington,KY
FREDDY'S FROZEN CUSTARD,2500 POLO CLUB BLVD,Lexington,KY
J. ALEXANDERS @ LEXINGTON,4081 FINN WAY,Lexington,KY
BAR ONA,108 CHURCH ST,Lexington,KY
LA PETITE DELICAT,722 NATIONAL AVENUE,Lexington,KY
DOMINO'S 1359,"125 TOWNE CENTER DR, STE 127",Lexington,KY
BARREL HOUSE DISTILLING CO,1200 MANCHESTER ST,Lexington,KY
STARBUCKS,4049 FINN WAY,Lexington,KY
VALVOLINE - AVI,3499 BLAZER PARKWAY,Lexington,KY
HOGFATHERS BBQ (STATE MOBILE),556 DUCHESS CT,Lexington,KY
SHAKE SHACK,115 SUMMIT @ FRITZ FARM SUITE 110,Lexington,KY
HIGHGROVE AT TATES CREEK,4251 SARON DR,Lexington,KY
RISE UP! PIZZA,175 E. LOUDON AVE #2,Lexington,KY
"WEST MAIN CRAFTING CO. LUCKY DOG ENTERTAINMENT,DBA","135 W MAIN STREET, SUITE 100",Lexington,KY
HONEYWOOD RESTAURANT,"110 SUMMIT @ FRITZ FARM AVE, SUITE 140",Lexington,KY
EDLEY'S BBQ,114 SUMMIT @ FRITZ FARM SUITE 110,Lexington,KY
PROVISION LIVING AT BEAUMONT CENTRE,1165 MONARCH STREET,Lexington,KY
ANTHONY VINCE NAIL SPA,"122 MARION, SUITE 120",Lexington,KY
BLAZE PIZZA,4049 FINN WAY #110,Lexington,KY
SELTZER,119 W MAIN STREET,Lexington,KY
IHOP #3596,2380 NORMON LANE SUITE 110,Lexington,KY
TED'S MONTANA GRILL,120 SUMMIT AT FRITZ FARMS STE 180,Lexington,KY
"SIMPLE GREEK, THE",4101 TATES CREEK CENTER DR #136,Lexington,KY
LUSSI BROWN COFFEE BAR,114 CHURCH STREET,Lexington,KY
CATHOLIC ACTION CENTER,1055 INDUSTRY RD,Lexington,KY
WORLD OF BEER,"122 MARION ST, STE 150",Lexington,KY
STEEL CITY POPS,"111 SUMMIT AT FRITZ FARM, STE 110",Lexington,KY
TEXAS DE BRAZIL,"151 LARUE, STE 150",Lexington,KY
GRIMALDI'S PIZZERIA,"118 MARION, STE 110",Lexington,KY
WHOLE FOOD MARKET,4055 FINN WAY,Lexington,KY
NATHANIEL MISSIONARY SOCIETY KITCHEN,550 W 6TH ST,Lexington,KY
CORELIFE EATERY,"4040 FINN WAY, STE 110",Lexington,KY
MOD PIZZA,"4101 TATES CREEK CENTRE , STE 140",Lexington,KY
REPICCI'S ITALIAN ICE OF THE BLUEGRASS ST MOBILE,222 WILSON DOWNING RD,Lexington,KY
MIMI'S SOUTHERN STYLE COOKING STATE MOBILE,126 E NEW CIRCLE RD,Lexington,KY
NATHANS FOODS,427 FAIRDALE DR,Lexington,KY
TAZIKIS MEDITERRANEAN CAFE,1916 JUSTICE DRIVE,Lexington,KY
GRINGO'S,537 CLAYMONT DR,Lexington,KY
"LEXINGTON BLUE SUSHI,  LLC",105 SUMMIT AT FRITZ PARK STE 130,Lexington,KY
TACO LOCO,135 LOCUST AVE,Lexington,KY
GALLOPS INC,5355 ATHENS BOONESBORO RD,Lexington,KY
CRU A WINE BAR AND RESTAURANT,107 SUMMIT AT FRITZ FARMS #120,Lexington,KY
PORTER HOUSE BBQ,4135 WINNEPEG CT,Lexington,KY
FREDERICK DOUGLASS HIGH SCHOOL,2800 WINCHESTER RD,Lexington,KY
THE GINGKO TREE,1305 FINCASTLE RD,Lexington,KY
LEWIS HALL CAFE,1120 UNIVERSITY DRIVE #U-138,Lexington,KY
DOUBLE DOGS,"1916 JUSTICE DRIVE, STE 130",Lexington,KY
ATOMIC RAMEN,119 MARION SUITE 195,Lexington,KY
CRANK & BOOM,119 MARION SUITE 150,Lexington,KY
SMITHTOWN SEAFOOD AT THE SUMMIT,119 MARION SUITE 160,Lexington,KY
JIMMY JOHN'S,427 REDDING RD,Lexington,KY
PASTURE BY MARKSBURY FARM,"119 MARION, STE 180",Lexington,KY
WHISKEY BEAR,"119 MARION, STE 170",Lexington,KY
LEGACY RESERVE AT FRITZ FARM,2700 MAN O WAR BLVD,Lexington,KY
HAYDEN'S STOCKYARD EATERY,4561 IRON WORKS PIKE,Lexington,KY
EL GRINGOS,2151 CHRISTIAN RD,Lexington,KY
FOOD CHAIN INC,501 W 6TH ST,Lexington,KY
JERSEY MIKE'S SUBS,2200 WAR ADMIRAL WAY SUITE 175,Lexington,KY
ATHENIAN GRILL AT FRITZ FARM LLC,119 MARION SUITE 110 & 120,Lexington,KY
HONNAH-LEE BUBBLE TEA,812 EUCLID AVE,Lexington,KY
PIZZA HUT #2967,1650 BRYAN STATION RD #118,Lexington,KY
CLARK'S PUMP-N-SHOP,1419 VERSAILLES RD,Lexington,KY
BABALU TAPAS AND TACOS,4040 FINN WAY SUITE 150,Lexington,KY
MR. BREWS TAPHOUSE,220 RUCCIO WAY SUITE 110,Lexington,KY
JASON'S DELI,134 MALABU DR,Lexington,KY
MARTINE'S PASTRIES,400 E. THIRD ST,Lexington,KY
KYLE'S KITCHEN,3030 LEXINGTON RD #45,Lexington,KY
THE MILL BAKERY,341 SOUTHLAND DR,Lexington,KY
"THAILAND EXPRESS, THE",556 COLUMBIA AVE,Lexington,KY
ADELINE'S CAKE ARTISTRY,720 BRYAN AVE,Lexington,KY
BLVD GRILL,844 HAYS BLVD,Lexington,KY
KENTUCKY BLENDED NUTRITION EAST,170 N EAGLE CREEK,Lexington,KY
MCDONALD'S,3100 PIMLICO PKWY,Lexington,KY
THE FOOD COURT,3449 BUCKHORN DR,Lexington,KY
LA PETITE ACADEMY,148 MALABU DR,Lexington,KY
"PIE HOLE, THE",210 ROSEMONT GARDEN,Lexington,KY
QUIET PLEASE,269 W MAIN ST 1ST FLR G,Lexington,KY
TAQUERIA SAN MIGUEL,3429 BUCKHORN #120,Lexington,KY
CENTRAL CHRISTIAN CHILD DEVELOPMENT CENTER,105 SPRUCE ST #125,Lexington,KY
JIMMY JOHN'S,105 N MILL ST,Lexington,KY
OSCAR DIGGS,155 N. LIMESTONE,Lexington,KY
UK CHAMPION'S KITCHEN  - STUDENT CENTER,160 AVE OF CHAMPIONS,Lexington,KY
THE FOX CLUB,987 WINCHESTER RD,Lexington,KY
TOWNE PLACE SUITES BY MARRIOTT LEXINGTON KEENELAND,980 MIDNIGHT PASS,Lexington,KY
SURE STAY PLUS BY BEST WESTERN,2241 ELKHORN RD,Lexington,KY
DAILY OFFERINGS COFFEE ROASTERY & CAFE,"124 MALABU DR., STE 110",Lexington,KY
BAHAMAS ISLAND GRILLE,909 WINCHESTER RD,Lexington,KY
GET IN SHAPE KY,"1801 ALEXANDRIA DR, STE 54",Lexington,KY
FREDERICK DOUGLASS HS INDOOR CONCESSION,2000 WINCHESTER RD,Lexington,KY
GOKU,1649 LIBERTY RD,Lexington,KY
TACO TIME DR STATE MOBILE,3852 NIAGRA DR,Lexington,KY
FROM THE HEART CATERING,962 DELWARE AVE,Lexington,KY
LOS HERMANOS LOCOS #2,319 S LIMESTONE ST.   APT. C,Lexington,KY
HOLIDAY INN LEXINGTON HAMBURG,1976 JUSTICE DR,Lexington,KY
LA MARQUESA,3101 CLAYS MILL RD STE 400,Lexington,KY
"COCKTAILS OF LEXINGTON II, LLC",130 W TIVERTON WAY #195,Lexington,KY
MOE'S SOUTHWEST GRILL,1975 HARRODSBURG RD,Lexington,KY
HABIBI SWEETS AND BAKERY,"2417 NICHOLASVILLE RD, STE 100",Lexington,KY
UPPER CRUST FOOD SERVICE,410 ROSE LANE,Lexington,KY
"BICYCLE FACE, LLC",331 E SHORT ST,Lexington,KY
"UK BOOKSTORE, BARNES & NOBLE COLLEGE BOOKSELLERS",160 AVENUE OF CHAMPIONS,Lexington,KY
LITTLE LEXINGTON ACADEMY,4383 OLD HARRODSBURG RD STE 145,Lexington,KY
SEDONA TAPHOUSE,3600 PALOMAR CENTRE DR,Lexington,KY
BLUEGRASS KY NUTRITION,719 ALLENDALE DR,Lexington,KY
WILDCAT COAL LODGE,318 COLLEGE VIEW AVE,Lexington,KY
TOBAGO RIBS STATE MOBILE,1601 HAWTHORNE LANE,Lexington,KY
THE CLUB,509 E NEW CIRCLE RD,Lexington,KY
"ALL ABOUT KIDS, LC",695 VINCENT WAY,Lexington,KY
POPCORN PARADISE,724 NATIONAL AVENUE,Lexington,KY
MAKE A CAKE CUPCAKE BAR,"740 NATIONAL AVE, STE 130",Lexington,KY
MALIBU GRILL & CHILL/THE ORIGINAL BROOKLYN PIZZA,2520 NICHOLASVILLE RD,Lexington,KY
"JERSEY MIKES SUBS/ RR LEX, LLC",2901 RICHMOND RD STE 130,Lexington,KY
RODDY B'S,1060 CHINOE RD STE 108,Lexington,KY
SKYLINE CHILI,2850 RICHMOND RD,Lexington,KY
LAFAYETTE FOOTBALL & SOCCER CONCESSION,401 REED LN,Lexington,KY
ALPHA CHI OMEGA (AXO) SORORITY,411 PENNSYLVANIA CT,Lexington,KY
SPOT-ON NUTRITION,145 BURT RD # 18,Lexington,KY
MACY'S STARBUCKS KIOSK-FAYETTE MALL,3303 NICHOLASVILLE RD,Lexington,KY
CHILL WAGON 2,289 S. LIMESTONE,Lexington,KY
ANGIE B'S LLC STATE MOBILE,3316 BIG BEND CT,Lexington,KY
GRIME'S,4248 SARON DR,Lexington,KY
FUJISAN FRANCHISING CORP.,1063 E NEW CIRCLE RD,Lexington,KY
FAIRFIELD INN & SUITES,2211 ELKHORN RD,Lexington,KY
"J. GUMBO'S, M&M GUMBOS, LLC, DBA,",808 N LIMESTONE #1,Lexington,KY
THRIVE KOMBUCHA (LLC),"810 N LIMESTONE, UNIT 1",Lexington,KY
GUS'S WORLD FAMOUS FRIED CHICKEN,321 EAST VINE ST,Lexington,KY
NAIL BAR & SPA,"2304 SIR BARTON WAY, STE 125",Lexington,KY
KENTUCKY HEALTH,2323 WOODHILL DR,Lexington,KY
RALLY'S,4171 TATES CREEK CENTRE DR,Lexington,KY
"MIRACLES BAKERY, DBA , GLUTEN FREE MIRACLES",161 LEXINGTON GREEN  CIRCLE,Lexington,KY
COCO STATE MOBILE,903 CHRIS DRIVE,Lexington,KY
TACOS Y SALSAS STATE MOBILE,4037 SWEETSPIRE DR,Lexington,KY
ZIM'S CAFE,215 W MAIN ST,Lexington,KY
EIGHT HORSE GLUTEN FREE BAKERY,442 1/2 S ASHLAND AVE,Lexington,KY
