,Name,Street,City,State
1807,SOUTH LEXINGTON YOUTH BASEBALL (4-12),3500 SHILLITO PARK DRIVE,Lexington,Kentucky
1809,SOUTHEASTERN  BABE RUTH(13-15), VETERANS PARK - SARON DR,Lexington,Kentucky
1811,SOUTHEASTERN CAL RIPKIN (-12) @VETERAN PARK,650 SOUTHPOINT DR,Lexington,Kentucky
1812,SOUTHERN ELEMENTARY SCHOOL,340 WILSON DOWNING RD,Lexington,Kentucky
1813,SOUTHERN HILLS UNITED METH.,2356 HARRODSBURG ROAD,Lexington,Kentucky
1815,SOUTHERN MIDDLE SCHOOL,400 WILSON DOWNING RD,Lexington,Kentucky
1816,SOUTHLAND BAGEL,962 DELAWARE AVE,Lexington,Kentucky
1817,SPALDINGS BAKERY,760 WINCHESTER ROAD,Lexington,Kentucky
1818,SPEARMINT RHINO,5539 ATHENS-BOONESBORO ROAD,Lexington,Kentucky
1820,SPEEDWAY #9332,911 BEAUMONT CENTRE PRKY,Lexington,Kentucky
1824,SPEEDWAY #9334,2910 TATES CREEK RD,Lexington,Kentucky
1826,SPEEDWAY #9393,2290 ELKHORN ROAD,Lexington,Kentucky
1828,SPEEDWAY #9394,1001 GEORGETOWN RD,Lexington,Kentucky
1832,SPEEDWAY #9395,2301 PARIS PIKE,Lexington,Kentucky
1834,SPEEDWAY #9397,1281 E NEW CIRCLE RD,Lexington,Kentucky
1838,SPEEDWAY #9398,3393 TATES CREEK RD,Lexington,Kentucky
1840,SPEEDWAY #9402,3151 TODDS RD,Lexington,Kentucky
1842,SPEEDWAY #9512,515 EUCLID AVE,Lexington,Kentucky
1845,SPEEDWAY #9591,2301 VERSAILLES RD,Lexington,Kentucky
1847,SPEEDWAY #9593,2900 RICHMOND RD,Lexington,Kentucky
1849,SPEEDWAY #9596,246 SOUTHLAND DR,Lexington,Kentucky
1855,SPEEDWAY #9621,2490 NICHOLASVILLE RD,Lexington,Kentucky
1857,SPEEDWAY #9651,5360 ATHENS-BOONESBORO ROAD,Lexington,Kentucky
1861,SPEEDWAY #9658,900 WINCHESTER RD,Lexington,Kentucky
1864,SPEEDWAY #9667,716 NORTH BROADWAY,Lexington,Kentucky
1867,SPEEDWAY #9675,819 S LIMESTONE ST,Lexington,Kentucky
1869,SPEEDWAY #9677,1401 LEESTOWN RD,Lexington,Kentucky
1871,SPEEDWAY #9699,803 SOUTH BROADWAY,Lexington,Kentucky
1873,SPEEDWAY #9704,447 NEW CIRCLE ROAD,Lexington,Kentucky
1882,SPEEDWAY #9728,3660 BOSTON RD,Lexington,Kentucky
1884,SPINDLETOP RESTAURANT,3414 IRON WORKS PIKE,Lexington,Kentucky
1885,SPINDLETOP SNACK BAR,3414 IRON WORKS PIKE,Lexington,Kentucky
1886,SPRING VALLEY GOLF CLUB,2300 SANDERSVILLE ROAD,Lexington,Kentucky
1887,SPRINGHILL SUITES LEXINGTON NEAR THE UNIVERSITY,863 S BROADWAY ST,Lexington,Kentucky
1889,SPUDS TAVERN,"3130 PIMLICO PARKWAY, STE. 101",Lexington,Kentucky
1894,SQUIRES ELEMENTARY SCHOOL,3337 SQUIRES OAK DR,Lexington,Kentucky
1896,ST. JOSEPH EAST-DIETARY DEPT.,150 NORTH EAGLE CREEK,Lexington,Kentucky
1897,ST. JOSEPH HOSPITAL,1 ST. JOSEPH DRIVE,Lexington,Kentucky
1898,ST. JOSEPH HOSPITAL JAVA JOE'S,1 ST. JOSEPH DR.,Lexington,Kentucky
1900,ST. PETER & PAUL SCHOOL,423 W  SHORT ST,Lexington,Kentucky
1901,ST. PETER AND PAUL SCHOOL,133 BARR ST,Lexington,Kentucky
1902,STAGGER INN,269 W MAIN ST,Lexington,Kentucky
1903,STAND 111,4201 VERSAILLES RD.,Lexington,Kentucky
1904,STAND 112,4201 VERSAILLES RD,Lexington,Kentucky
1905,STAND 114,4201 VERSAILLES RD.,Lexington,Kentucky
1907,STAND 120,4201 VERSAILLES RD,Lexington,Kentucky
1909,STAND 122,4201 VERSAILLES RD.,Lexington,Kentucky
1910,STAND 209,4201 VERSAILLES RD.,Lexington,Kentucky
1911,STAND 211,4201 VERSAILLES RD,Lexington,Kentucky
1912,STAND 213,4201 VERSAILLES RD,Lexington,Kentucky
1914,STAND 214,4201 VERSAILLES RD,Lexington,Kentucky
1916,STAND 310,4201 VERSAILLES RD.,Lexington,Kentucky
1917,STAND 311,4201 VERSAILLES RD.,Lexington,Kentucky
1918,STAND 312,4201 VERSAILLES RD,Lexington,Kentucky
1919,STAND 314 & BLUEGRASS ROOM,4201 VERSAILLES RD,Lexington,Kentucky
1920,STARBUCKS,4049 FINN WAY,Lexington,Kentucky
1922,STARBUCKS #10829,"3401 NICHOLASVILLE RD., PK11",Lexington,Kentucky
1924,STARBUCKS #14259,2320 ELKHORN ROAD,Lexington,Kentucky
1925,STARBUCKS #2687,808 E HIGH ST,Lexington,Kentucky
1926,STARBUCKS #9983,870 S. BROADWAY,Lexington,Kentucky
1927,STARBUCKS @ KY CLINIC,745 ROSE ST,Lexington,Kentucky
1928,STARBUCKS @ TARGET,1940 PAVILLION WAY,Lexington,Kentucky
1929,STARBUCKS @ WT YOUNG LIBRARY,401 HILLTOP AVE,Lexington,Kentucky
1930,STARBUCKS COFFEE # 2608,325 W. MAIN STREET #130,Lexington,Kentucky
1931,STARBUCKS COFFEE #10075,3809 DYLAN PLACE,Lexington,Kentucky
1932,STARBUCKS COFFEE #27458,685 WILSON DOWNING RD,Lexington,Kentucky
1933,STARBUCKS COFFEE #7931,2703 RICHMOND RD,Lexington,Kentucky
1934,STARBUCKS COFFEE #8734,1869 PLAUDIT PLACE STE 110,Lexington,Kentucky
1935,STAYBRIDGE SUITES LEXINGTON,125 LOUIE PLACE,Lexington,Kentucky
1937,STEAK EXPRESS,125 SOUTHLAND DRIVE,Lexington,Kentucky
1938,STEAK N SHAKE,111 AVE OF CHAMPIONS,Lexington,Kentucky
1939,STEAM ACADEMY,123 E SIXTH ST,Lexington,Kentucky
1941,STEEL CITY POPS,"111 SUMMIT AT FRITZ FARM, STE 110",Lexington,Kentucky
1943,STEIN'S,450 SOUTHLAND DRIVE STE B,Lexington,Kentucky
1944,STELLA'S KY DELI,143 JEFFERSON STREET,Lexington,Kentucky
1946,STIR KRAZY,"373 VIRGINIA AVE., #130",Lexington,Kentucky
1947,STONEWALL ELEMENTARY SCHOOL,3251 CORNWALL DR,Lexington,Kentucky
1949,STORMING CRAB,4009 NICHOLASVILLE RD,Lexington,Kentucky
1950,SUBWAY,386 WOODLAND AVENUE,Lexington,Kentucky
1974,SUBWAY - MI KING,179 FUNKHOUSER DR,Lexington,Kentucky
1975,SUBWAY - SOUTH PAVILION,"3851 MALL RD, STE 140",Lexington,Kentucky
1977,SUBWAY #18997,3061 FIELDSTONE WAY,Lexington,Kentucky
1982,SUBWAY #36137 @WAL-MART,4051 NICHOLASVILLE RD. STE 125,Lexington,Kentucky
1983,SUBWAY #7507,"4218 SARON DR., SUITE 2",Lexington,Kentucky
1984,SUBWAY 52863,4101 TATES CREEK CENTER DR. #160,Lexington,Kentucky
1986,SUBWAY DELI,2358 NICHOLASVILLE ROAD,Lexington,Kentucky
1987,SUBWAY SOUTHLAND,360 SOUTHLAND DRIVE,Lexington,Kentucky
1988,SUBWAY STORE #27479,3851 KENESAW DRIVE-SUITE 120,Lexington,Kentucky
1989,SULLIVAN UNIVERSITY-LEX CAMPUS,2355 HARRODSBURG RD,Lexington,Kentucky
1990,SUNSET STRIPS,410 W. VINE STREET,Lexington,Kentucky
1991,SUPER MARIO'S ICE CREAM,340 E NEW CIRCLE RD #180,Lexington,Kentucky
1992,SUPER MERCADA AQUASCALIENTES-4,2341 WOODHILL DRIVE,Lexington,Kentucky
1994,SUPER MERCADO AGUASCALIENTES,459 W. NEW CIRCLE RD,Lexington,Kentucky
2002,SUPER MERCADO AGUASCALIENTES #5,2220 NICHOLASVILLE RD. STE 156,Lexington,Kentucky
2005,SUPER MERCADO AGUASCALIENTES 1,1424 ALEXANDRIA,Lexington,Kentucky
2011,SUPERMERCADO LAS NORTENAS,158 E NEW CIRCLE RD,Lexington,Kentucky
2015,SURE STAY PLUS BY BEST WESTERN,2241 ELKHORN RD,Lexington,Kentucky
2017,SUSHI BLUE,"185 PASADENA DRIVE, #130",Lexington,Kentucky
2019,SUSHI WITH GUSTO,3387 TATES CREEK RD.,Lexington,Kentucky
2020,SUTTON'S RESTAURANT,110 N. LOCUST HILL,Lexington,Kentucky
2021,T.G.I. FRIDAYS,1916 PAVILION WAY,Lexington,Kentucky
2023,TACHIBANA  RESTAURANT,785 NEWTOWN COURT,Lexington,Kentucky
2025,TACK HOUSE PUB,4401 OLD HARRODSBURG ROAD,Lexington,Kentucky
2027,TACO BELL,400 HILLTOP,Lexington,Kentucky
2028,TACO BELL #16531,4121 TATES CREEK ROAD,Lexington,Kentucky
2029,TACO BELL #20363,1935 PLAUDIT PLACE,Lexington,Kentucky
2030,TACO BELL #22283,2275 NICHOLASVILLE RD,Lexington,Kentucky
2031,TACO BELL #23279,2917 RICHMOND RD,Lexington,Kentucky
2032,TACO BELL #29739,2323 VERSAILLES RD,Lexington,Kentucky
2033,TACO BELL #31595,1962 HARRODSBURG RD,Lexington,Kentucky
2034,TACO BELL #32414,320 NW NEW CIRCLE RD,Lexington,Kentucky
2036,TACO BELL #4653,1063 NEW CIRCLE RD  NE,Lexington,Kentucky
2037,TACO TICO,1483 BOARDWALK,Lexington,Kentucky
2040,TACO TIME DR STATE MOBILE,3490 RIVER PARK,Lexington,Kentucky
2041,TACOS EL POTRILLO,1040 CROSS KEYS #19,Lexington,Kentucky
2042,TACOS EL REY,413 N.W NEW CIRCLE RD,Lexington,Kentucky
2044,TALLEY'S BBQ,1479 BOARDWALK,Lexington,Kentucky
2046,TALON WINERY PAVILLION,7086 TATES CREEK ROAD,Lexington,Kentucky
2047,"TANBARK, THE",1121 TANBARK ROAD,Lexington,Kentucky
2048,TANDOOR EXPRESS LLC,630 EUCLID AVE STE 150,Lexington,Kentucky
2050,TANDOOR INDIAN,"3146 MAPLE LEAF DR, STE 110",Lexington,Kentucky
2051,TAPROOM @ WEST SIXTH BREWING,"501 W SIXTH STREET, STE 100",Lexington,Kentucky
2052,TAQUERIA EL BUEN SABOR STATE MOBILE,909 SUMMERVILLE DR,Lexington,Kentucky
2054,TAQUERIA SAN MIGUEL,3429 BUCKHORN #120,Lexington,Kentucky
2055,TARGET STORE 1094,1940 PAVILLION WAY,Lexington,Kentucky
2059,TARGET STORES T-366,131 WEST REYNOLDS ROAD,Lexington,Kentucky
2061,TASTE OF INDIA,2467 NICHOLASVILLE RD,Lexington,Kentucky
2064,TASTE OF THAI,101 - 105 WEST MAIN ST.,Lexington,Kentucky
2065,TATES CREEK ELEMENTARY SCHOOL,1300 CENTRE PKWY,Lexington,Kentucky
2066,TATES CREEK GOLF CLUB,1400 GAINESWAY DRIVE,Lexington,Kentucky
2067,TATES CREEK HIGH SCHOOL,1301 CENTRE PKWY,Lexington,Kentucky
2068,TATES CREEK HIGH SCHOOL (FTBALL),1111 CENTRE PARKWAY,Lexington,Kentucky
2069,TATES CREEK MIDDLE SCHOOL,1301 CENTRE PKWY,Lexington,Kentucky
2070,TATES CREEK SOFTBALL BOOSTERS,1111 CENTRE PKWY,Lexington,Kentucky
2071,TAZIKIS MEDITERRANEAN CAFE,117 SOUTHLAND DR,Lexington,Kentucky
2074,TED'S MONTANA GRILL,2304 SIR BARTON WAY STE #170,Lexington,Kentucky
2076,TEKKA GRILL & SUSHI,2300 SIR BARTON WAY  #110,Lexington,Kentucky
2077,TEXAS DE BRAZIL,"151 LARUE, STE 150",Lexington,Kentucky
2079,TEXAS ROADHOUSE,3030 LAKECREST CIRCLE,Lexington,Kentucky
2080,TEXAS ROADHOUSE RESTAURANT,3029 RICHMOND ROAD,Lexington,Kentucky
2081,THAI STREET FOOD KITCHEN,"3340 CLAYS MILL RD., STE. 110",Lexington,Kentucky
2084,THE AMERICAN LEGION POST # 8,1230 MAN-0-WAR PLACE,Lexington,Kentucky
2085,THE BACKDOOR,6270 ATHENS WALNUT HILL RD.,Lexington,Kentucky
2087,THE BAR @ BLUE STALLION,610 W THIRD ST,Lexington,Kentucky
2088,THE BAR INC,224 E MAIN ST,Lexington,Kentucky
2089,THE BRECKINRIDGE,2109 CORNERSTONE DR,Lexington,Kentucky
2090,THE BRIDGE,342 ROMANY ROAD,Lexington,Kentucky
2093,THE BURL,375 THOMPSON RD,Lexington,Kentucky
2094,THE CAFE,800 ROSE ST RM 130,Lexington,Kentucky
2095,THE GINGKO TREE,1305 FINCASTLE RD,Lexington,Kentucky
2096,THE KEENE PLACE,4201 VERSAILLES RD,Lexington,Kentucky
2097,THE KITCHEN @ A. S. EATS,"312 S ASHLAND AVE, STE 100",Lexington,Kentucky
2098,THE MILL BAKERY,341 SOUTHLAND DR,Lexington,Kentucky
2100,THE NUTRITION ZONE,509 E NEW CIRCLE RD,Lexington,Kentucky
2102,THE PIZZA STAND,207 LEGENDS LANE,Lexington,Kentucky
2103,THE PRETZEL TWISTER,3401 NICHOLASVILLE RD K-2,Lexington,Kentucky
2104,THE SIRE,120 WEST SECOND STREET,Lexington,Kentucky
2105,THE TULIP BISTRO & BAR,355 ROMANY RD,Lexington,Kentucky
2106,THIRD FLOOR CLUB KITCHEN,4201 VERSAILLES RD.,Lexington,Kentucky
2107,THIRD FLOOR CLUB SERVICE BAR,4201 VERSAILLES RD,Lexington,Kentucky
2108,THIRD STREET STUFF COFFEE,257 N LIMESTONE ST,Lexington,Kentucky
2109,THORNTON FOOD STOP #38,802 N BROADWAY ST,Lexington,Kentucky
2111,THORNTON FOOD STOP #51,2300 WOODHILL DRIVE,Lexington,Kentucky
2113,THORNTON FOOD STOP #52,1040 GEORGETOWN RD,Lexington,Kentucky
2116,THORNTON FOOD STOP #53,2291 ELKHORN ROAD,Lexington,Kentucky
2122,THORNTON'S #90,1120 WINCHESTER RD,Lexington,Kentucky
2130,THORNTON'S FOOD MART #89,441 REDDING ROAD,Lexington,Kentucky
2132,THORNTON'S FOOD STOP #48,1311 VERSAILLES ROAD,Lexington,Kentucky
2134,THOROUGHBRED CLUB OF AMERICA,3555 RICE ROAD,Lexington,Kentucky
2135,THOROUGHBRED RESTAURANT,1483 LEESTOWN RD,Lexington,Kentucky
2136,THRIVE KOMBUCHA (LLC),"810 N LIMESTONE, UNIT 1",Lexington,Kentucky
2138,TILTED KILT PUB EATERY,"1030 S BROADWAY, STE 1",Lexington,Kentucky
2140,"TIN ROOF, THE",303 SOUTH LIMESTONE,Lexington,Kentucky
2141,TINKER'S CAKE SHOP,317 WEST MAXWELL STREET,Lexington,Kentucky
2142,TOLLY HO RESTAURANT,606 S BROADWAY,Lexington,Kentucky
2148,TOMO'S RESTAURANT,848 E. HIGH STREET,Lexington,Kentucky
2149,TONY'S STEAKS AND SEAFOOD OF LEXINGTON,401 WEST MAIN ST. #102,Lexington,Kentucky
2150,TORTILLERIA RAMIREZ,1429 ALEXANDRIA DRIVE,Lexington,Kentucky
2152,TOT 'N' TODDLERS,445 ASBURY LANE,Lexington,Kentucky
2153,TOTAL WINE,161 LEXINGTON GREEN CIRCLE  #A-2,Lexington,Kentucky
2154,TOT'S LANDING,2245 GULFSTREAM DRIVE,Lexington,Kentucky
2156,"TOT'S LANDING LEARNING CTR,INC",3501 BEAVER PLACE RD,Lexington,Kentucky
2157,TOWER HILL SPORTS,3025 BLAKE JAMES DR.,Lexington,Kentucky
2158,TOWNE PLACE SUITES BY MARRIOTT LEXINGTON,1790 VENDOR WAY,Lexington,Kentucky
2160,TOWNE PLACE SUITES BY MARRIOTT LEXINGTON KEENELAND,980 MIDNIGHT PASS,Lexington,Kentucky
2162,TRACK KITCHEN,4201 VERSAILLES RD,Lexington,Kentucky
2163,TRADER JOE'S - STORE 627,2326 NICHOLASVILLE RD.,Lexington,Kentucky
2165,TRANSYLVANIA UNIVERSITY CAFE,300 NORTH BROADWAY,Lexington,Kentucky
2166,TRINITY BAPTIST CHURCH,1675 STRADER DR,Lexington,Kentucky
2167,TRINITY HILL CHILD CARE CENTER,210 E. REYNOLDS ROAD,Lexington,Kentucky
2168,TRINITY HILLS FOOD SERVICE,3600 TATES CREEK RD,Lexington,Kentucky
2169,TROPICAL SMOOTHIE CAFE',3181 BEAUMONT CTR. STE 112,Lexington,Kentucky
2171,TWO KEYS TAVERN,333 S. LIMESTONE,Lexington,Kentucky
2173,UK - EARLY CHILDHOOD LABORATORY,621 SOUTH LIMESTONE,Lexington,Kentucky
2175,UK / UK SAMARITAN HOSPITAL,310 S LIMESTONE ST,Lexington,Kentucky
2176,"UK BOOKSTORE, BARNES & NOBLE COLLEGE BOOKSELLERS",160 AVENUE OF CHAMPIONS,Lexington,Kentucky
2178,UK CHAMPION'S KITCHEN  - STUDENT CENTER,160 AVE OF CHAMPIONS,Lexington,Kentucky
2180,UK HEALTHCARE FACILITY CAFETERIA,1000 S LIMESTONE,Lexington,Kentucky
2181,UK HEALTHCARE FACILITY KITCHEN,1000 SOUTH LIMESTONE,Lexington,Kentucky
2183,UNCLE'S SEVENS,628 DELZAN,Lexington,Kentucky
2184,UNIVERSITY CLUB OF KY,4850 LEESTOWN RD,Lexington,Kentucky
2185,VALVOLINE - AVI,3499 BLAZER PARKWAY,Lexington,Kentucky
2187,VETERANS PARK ELEMENTARY SCHOOL,4351 CLEARWATER WAY,Lexington,Kentucky
2188,VFW POST - 680,1494 LEESTOWN ROAD,Lexington,Kentucky
2190,VIBURNUM VALLEY FARM CONFECTIONS,2150 GEORGETOWN RD,Lexington,Kentucky
2192,"VILLAGE IDIOT, THE",307 W SHORT STREET,Lexington,Kentucky
2193,VINAIGRETTE SALAD KITCHEN,1781 SHARKEY WAY #130,Lexington,Kentucky
2195,VIP EARLY LEARNING CENTER,"1392 TRENT BLVD., STE. 3 & 4",Lexington,Kentucky
2196,VIRGINIA PLACE DAY CARE,1156 HORSEMAN'S LANE,Lexington,Kentucky
2197,WAFFLE HOUSE # 1099,1000 GEORGETOWN ROAD,Lexington,Kentucky
2199,WAFFLE HOUSE # 1375,3601 -A WALDEN DRIVE,Lexington,Kentucky
2200,WAFFLE HOUSE # 1408,2740 RICHMOND RD,Lexington,Kentucky
2204,WAFFLE HOUSE # 1565,859 SOUTH BROADWAY,Lexington,Kentucky
2205,WAFFLE HOUSE # 2299,1134 WINCHESTER ROAD,Lexington,Kentucky
2207,WAFFLE HOUSE #1055,3040 LAKECREST CIRCLE,Lexington,Kentucky
2208,WAFFLE HOUSE #1334,1912 PLAUDIT PLACE,Lexington,Kentucky
2210,WAGON BONES GRILL,591 W SHORT ST,Lexington,Kentucky
2211,WAH MEI,"4750 HARTLAND PKWY, STE 110",Lexington,Kentucky
2212,WALMART  #3894,2350 GREY LAG WAY,Lexington,Kentucky
2214,WALMART #2628,4051 NICHOLASVILLE RD,Lexington,Kentucky
2216,WALMART #4607,3735 PALOMAR CENTER,Lexington,Kentucky
2218,WALMART MARKET #4413,4230 SARON DRIVE,Lexington,Kentucky
2220,WEE CARE DAYCARE,455 E MAXWELL ST,Lexington,Kentucky
2221,"WEEKLY JUICERY, THE",436 OLD VINE STREET,Lexington,Kentucky
2223,WELLINGTON ELEMENTARY SCHOOL,3280 KEITHSHIRE DRIVE,Lexington,Kentucky
2224,WENDY'S,1792 ALEXANDRIA,Lexington,Kentucky
2235,WENDY'S RESTAURANT,2296 THUNDERSTICK DRIVE,Lexington,Kentucky
2236,WEST COAST GOURMET PIZZA,325 W MAIN ST. #140,Lexington,Kentucky
2237,WEST SIXTH BREWING,109 W MAIN ST,Lexington,Kentucky
2238,WHEELER'S PHARMACY,336 ROMANY RD,Lexington,Kentucky
2242,WHISKEY BEAR,"119 MARION, STE 170",Lexington,Kentucky
2243,WHITE CASTLE #22,179 EAST REYNOLDS RD.,Lexington,Kentucky
2244,WHOLE FOOD MARKET,4055 FINN WAY,Lexington,Kentucky
2246,WILD EGGS,3537 PALOMAR CENTRE DR,Lexington,Kentucky
2249,WILD FIG BOOKS & COFFEE,726 N LIMESTONE,Lexington,Kentucky
2250,"WILD THYME, LLC",1060 CHINOE RD. SUITE 108,Lexington,Kentucky
2254,WILDCAT CAFE @ UK MEDICAL CENTER,800 ROSE STREET,Lexington,Kentucky
2255,WILDCAT COAL LODGE,318 COLLEGE VIEW AVE,Lexington,Kentucky
2256,WILDCAT MARKET,552  COLUMBIA AVENUE,Lexington,Kentucky
2258,WILLIAM W BROWN ELEMENTARY,555 E. 5TH STREET,Lexington,Kentucky
2259,WILLIAMS-SONOMA #310, @ FAYETTE MALL,Lexington,Kentucky
2260,WILLOWS AT CITATION,1376 SILVER SPRINGS DR,Lexington,Kentucky
2261,"WILLOWS AT HAMBURG, THE",2531 OLD ROSE BUD RD.,Lexington,Kentucky
2262,"WILLOWS AT HAMBURG, THE (LEGACY)",2531 OLD ROSEBUD RD.,Lexington,Kentucky
2263,"WILLOWS, THE @ FRITZ FARM",2710 MAN O WAR BLVD,Lexington,Kentucky
2264,"WILSON'S GROCERY, MEAT & PROD.",1010 CRAMER AVENUE,Lexington,Kentucky
2268,WINBURN MIDDLE SCHOOL,1060 WINBURN DR,Lexington,Kentucky
2269,WINCHELL'S REST. & SPORTS BAR,348 SOUTHLAND DRIVE,Lexington,Kentucky
2270,WINDY CORNER MARKET,4595 BRYAN STATION ROAD,Lexington,Kentucky
2280,WINE & MARKET,486 W. 2ND ST.,Lexington,Kentucky
2282,WING ZONE,580 EUREKA SPRINGS DR. #A,Lexington,Kentucky
2283,WISE BIRD CIDER,"1170 MANCHESTER ST, STE #140",Lexington,Kentucky
2284,WONG WONG RESTAURANT,458 SOUTHLAND DR,Lexington,Kentucky
2289,WOODLAND EARLY LEARNING CENTER,575 WOODLAND AVENUE,Lexington,Kentucky
2290,WORLD OF BEER,"122 MARION ST, STE 150",Lexington,Kentucky
2292,YATES ELEMENTARY SCHOOL,703 E NEW CIRCLE RD,Lexington,Kentucky
2294,YESTERDAYS,410 W VINE ST,Lexington,Kentucky
2295,YUMMY YUMMY,1395 WEST MAIN ST,Lexington,Kentucky
2297,Z MARKET #1,1150 VERSAILLES RD,Lexington,Kentucky
2299,ZAXBY'S,1772 SHARKEY WAY,Lexington,Kentucky
2306,ZEN SUSHI,3070 LAKECREST CIRCLE #500,Lexington,Kentucky
2308,ZENITH PETROLEUM,1875 AUGUSTA DR,Lexington,Kentucky
2316,ZIM'S CAFE,215 W MAIN ST,Lexington,Kentucky
